Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Name
2007-08,22.0,POR,NBA,PF,76.0,76.0,34.9,7.4,15.3,0.484,0.0,0.1,0.143,7.4,15.2,0.486,0.484,3.0,3.9,0.762,2.9,4.7,7.6,1.6,0.7,1.2,1.7,3.2,17.8,LaMarcus Aldridge
2008-09,23.0,POR,NBA,PF,81.0,81.0,37.1,7.4,15.3,0.484,0.1,0.3,0.25,7.3,15.0,0.489,0.486,3.2,4.1,0.781,2.9,4.6,7.5,1.9,1.0,1.0,1.5,2.6,18.1,LaMarcus Aldridge
2009-10,24.0,POR,NBA,PF,78.0,78.0,37.5,7.4,15.0,0.495,0.1,0.2,0.313,7.4,14.8,0.498,0.497,2.9,3.9,0.757,2.5,5.6,8.0,2.1,0.9,0.6,1.3,3.0,17.9,LaMarcus Aldridge
2010-11,25.0,POR,NBA,PF,81.0,81.0,39.6,8.7,17.5,0.5,0.0,0.3,0.174,8.7,17.2,0.505,0.501,4.3,5.5,0.791,3.4,5.3,8.8,2.1,1.0,1.2,1.9,2.7,21.8,LaMarcus Aldridge
2011-12,26.0,POR,NBA,PF,55.0,55.0,36.3,8.8,17.1,0.512,0.0,0.2,0.182,8.7,16.9,0.516,0.513,4.1,5.0,0.814,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,21.7,LaMarcus Aldridge
2012-13,27.0,POR,NBA,PF,74.0,74.0,37.7,8.6,17.8,0.484,0.0,0.2,0.143,8.6,17.6,0.488,0.485,3.8,4.7,0.81,2.4,6.7,9.1,2.6,0.8,1.2,1.9,2.5,21.1,LaMarcus Aldridge
2013-14,28.0,POR,NBA,PF,69.0,69.0,36.2,9.4,20.6,0.458,0.0,0.2,0.2,9.4,20.4,0.461,0.459,4.3,5.2,0.822,2.4,8.7,11.1,2.6,0.9,1.0,1.8,2.1,23.2,LaMarcus Aldridge
2014-15,29.0,POR,NBA,PF,71.0,71.0,35.4,9.3,19.9,0.466,0.5,1.5,0.352,8.8,18.5,0.475,0.479,4.3,5.1,0.845,2.5,7.7,10.2,1.7,0.7,1.0,1.7,1.8,23.4,LaMarcus Aldridge
2015-16,30.0,SAS,NBA,PF,74.0,74.0,30.6,7.2,14.1,0.513,0.0,0.2,0.0,7.2,13.9,0.521,0.513,3.5,4.1,0.858,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2.0,18.0,LaMarcus Aldridge
2016-17,31.0,SAS,NBA,PF,72.0,72.0,32.4,6.9,14.6,0.477,0.3,0.8,0.411,6.6,13.8,0.48,0.488,3.1,3.8,0.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3,LaMarcus Aldridge
2017-18,32.0,SAS,NBA,C,75.0,75.0,33.5,9.2,18.0,0.51,0.4,1.2,0.293,8.8,16.7,0.526,0.52,4.5,5.3,0.837,3.3,5.2,8.5,2.0,0.6,1.2,1.5,2.1,23.1,LaMarcus Aldridge
2018-19,33.0,SAS,NBA,C,81.0,81.0,33.2,8.4,16.3,0.519,0.1,0.5,0.238,8.3,15.8,0.528,0.522,4.3,5.1,0.847,3.1,6.1,9.2,2.4,0.5,1.3,1.8,2.2,21.3,LaMarcus Aldridge
2019-20,34.0,SAS,NBA,C,53.0,53.0,33.1,7.4,15.0,0.493,1.2,3.0,0.389,6.2,12.0,0.519,0.532,3.0,3.6,0.827,1.9,5.5,7.4,2.4,0.7,1.6,1.4,2.4,18.9,LaMarcus Aldridge
2020-21,35.0,TOT,NBA,C,26.0,23.0,25.9,5.4,11.4,0.473,1.2,3.1,0.388,4.2,8.3,0.505,0.525,1.6,1.8,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,1.8,13.5,LaMarcus Aldridge
2020-21,35.0,SAS,NBA,C,21.0,18.0,25.9,5.5,11.8,0.464,1.3,3.6,0.36,4.2,8.2,0.509,0.518,1.5,1.8,0.838,0.8,3.7,4.5,1.7,0.4,0.9,1.0,1.7,13.7,LaMarcus Aldridge
2020-21,35.0,BRK,NBA,C,5.0,5.0,26.0,5.0,9.6,0.521,0.8,1.0,0.8,4.2,8.6,0.488,0.563,2.0,2.0,1.0,0.4,4.4,4.8,2.6,0.6,2.2,1.4,2.2,12.8,LaMarcus Aldridge
2021-22,36.0,BRK,NBA,C,47.0,12.0,22.3,5.4,9.7,0.55,0.3,1.0,0.304,5.1,8.8,0.578,0.566,1.9,2.2,0.873,1.6,3.9,5.5,0.9,0.3,1.0,0.9,1.7,12.9,LaMarcus Aldridge
1988-89,23.0,GSW,NBA,SG,79.0,79.0,34.4,8.2,17.5,0.468,0.4,1.1,0.367,7.8,16.4,0.475,0.48,5.2,6.4,0.81,2.0,3.9,5.9,4.2,1.0,0.2,3.4,2.8,22.0,Mitch Richmond
1989-90,24.0,GSW,NBA,SG,78.0,78.0,35.9,8.2,16.5,0.497,0.4,1.2,0.358,7.8,15.3,0.508,0.51,5.2,6.0,0.866,1.3,3.4,4.6,2.9,1.3,0.3,2.6,2.7,22.1,Mitch Richmond
1990-91,25.0,GSW,NBA,SG,77.0,77.0,39.3,9.1,18.5,0.494,0.5,1.5,0.348,8.6,17.0,0.506,0.508,5.1,6.0,0.847,1.9,4.0,5.9,3.1,1.6,0.4,3.0,2.7,23.9,Mitch Richmond
1991-92,26.0,SAC,NBA,SG,80.0,80.0,38.7,8.6,18.3,0.468,1.3,3.4,0.384,7.3,15.0,0.486,0.503,4.1,5.1,0.813,0.8,3.2,4.0,5.1,1.2,0.4,3.1,2.9,22.5,Mitch Richmond
1992-93,27.0,SAC,NBA,SG,45.0,45.0,38.4,8.2,17.4,0.474,1.1,2.9,0.369,7.2,14.5,0.495,0.505,4.4,5.2,0.845,0.4,3.0,3.4,4.9,1.2,0.2,2.9,3.0,21.9,Mitch Richmond
1993-94,28.0,SAC,NBA,SG,78.0,78.0,37.1,8.1,18.3,0.445,1.6,4.0,0.407,6.5,14.3,0.455,0.489,5.5,6.6,0.834,0.9,2.8,3.7,4.0,1.3,0.2,2.8,2.7,23.4,Mitch Richmond
1994-95,29.0,SAC,NBA,SG,82.0,82.0,38.7,8.1,18.3,0.446,1.9,5.2,0.368,6.2,13.1,0.477,0.498,4.6,5.4,0.843,0.8,3.5,4.4,3.8,1.1,0.4,2.9,2.8,22.8,Mitch Richmond
1995-96,30.0,SAC,NBA,SG,81.0,81.0,36.4,7.5,16.9,0.447,2.8,6.4,0.437,4.8,10.5,0.453,0.529,5.2,6.1,0.866,0.7,2.7,3.3,3.1,1.5,0.2,2.7,2.9,23.1,Mitch Richmond
1996-97,31.0,SAC,NBA,SG,81.0,81.0,38.6,8.9,19.5,0.454,2.5,5.9,0.428,6.3,13.6,0.466,0.519,5.6,6.6,0.861,0.7,3.2,3.9,4.2,1.5,0.3,2.9,2.6,25.9,Mitch Richmond
1997-98,32.0,SAC,NBA,SG,70.0,70.0,36.7,7.8,17.4,0.445,1.9,4.8,0.389,5.9,12.7,0.466,0.498,5.8,6.7,0.864,0.7,2.6,3.3,4.0,1.3,0.2,2.6,2.2,23.2,Mitch Richmond
1998-99,33.0,WAS,NBA,SG,50.0,50.0,38.2,6.6,16.1,0.412,1.4,4.4,0.317,5.2,11.6,0.448,0.456,5.0,5.9,0.857,0.6,2.8,3.4,2.4,1.3,0.2,2.7,2.4,19.7,Mitch Richmond
1999-00,34.0,WAS,NBA,SG,74.0,69.0,32.4,6.0,14.2,0.426,1.3,3.3,0.386,4.8,10.9,0.438,0.47,4.0,4.6,0.876,0.5,2.4,2.9,2.5,1.5,0.2,2.1,2.6,17.4,Mitch Richmond
2000-01,35.0,WAS,NBA,SG,37.0,30.0,32.9,5.5,13.6,0.407,1.2,3.6,0.338,4.3,10.0,0.431,0.451,3.9,4.3,0.894,0.4,2.5,2.9,3.0,1.2,0.2,2.3,2.3,16.2,Mitch Richmond
2001-02,36.0,LAL,NBA,SG,64.0,2.0,11.1,1.6,3.9,0.405,0.3,1.0,0.29,1.3,2.9,0.443,0.441,0.7,0.7,0.955,0.2,1.3,1.5,0.9,0.3,0.1,0.6,1.0,4.1,Mitch Richmond
1970-71,23.0,CLE,NBA,SF,67.0,,34.5,6.5,15.4,0.422,,,,6.5,15.4,0.422,0.422,3.6,4.4,0.805,,,6.8,4.8,,,,3.7,16.6,Joe Johnson
1971-72,24.0,CLE,NBA,SF,82.0,,37.1,6.8,15.7,0.433,,,,6.8,15.7,0.433,0.433,3.4,4.3,0.785,,,7.7,5.1,,,,3.3,17.0,Joe Johnson
1972-73,25.0,CLE,NBA,SF,82.0,,34.3,6.0,13.9,0.43,,,,6.0,13.9,0.43,0.43,2.4,3.3,0.734,,,6.7,3.8,,,,3.0,14.4,Joe Johnson
1973-74,26.0,POR,NBA,SF,69.0,,33.1,6.7,14.3,0.464,,,,6.7,14.3,0.464,0.464,3.1,3.8,0.812,2.3,5.1,7.5,4.1,1.0,0.4,,3.2,16.4,Joe Johnson
1974-75,27.0,POR,NBA,SF,80.0,,31.8,6.6,13.5,0.487,,,,6.6,13.5,0.487,0.487,3.0,3.8,0.784,2.0,4.2,6.3,3.0,0.9,0.5,,3.1,16.1,Joe Johnson
1975-76,28.0,TOT,NBA,SF,76.0,,22.3,4.2,9.2,0.453,,,,4.2,9.2,0.453,0.453,1.6,2.0,0.774,1.2,3.1,4.4,2.9,0.8,0.5,,2.6,9.9,Joe Johnson
1975-76,28.0,POR,NBA,SF,9.0,,23.6,4.6,9.8,0.466,,,,4.6,9.8,0.466,0.466,2.6,3.0,0.852,1.4,3.0,4.4,2.2,0.8,0.9,,3.4,11.7,Joe Johnson
1975-76,28.0,HOU,NBA,SF,67.0,,22.2,4.1,9.1,0.452,,,,4.1,9.1,0.452,0.452,1.4,1.9,0.758,1.2,3.1,4.4,2.9,0.7,0.4,,2.4,9.7,Joe Johnson
1976-77,29.0,HOU,NBA,SF,79.0,,22.0,4.0,8.8,0.458,,,,4.0,8.8,0.458,0.458,1.2,1.7,0.712,0.9,2.4,3.4,2.1,0.6,0.3,,2.5,9.3,Joe Johnson
1977-78,30.0,TOT,NBA,SF,77.0,,23.7,4.4,10.7,0.415,,,,4.4,10.7,0.415,0.415,1.7,2.3,0.751,1.3,2.7,4.0,2.7,0.6,0.2,2.2,2.6,10.6,Joe Johnson
1977-78,30.0,HOU,NBA,SF,1.0,,11.0,1.0,4.0,0.25,,,,1.0,4.0,0.25,0.25,2.0,3.0,0.667,2.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,4.0,Joe Johnson
1977-78,30.0,SEA,NBA,SF,76.0,,23.8,4.5,10.8,0.416,,,,4.5,10.8,0.416,0.416,1.7,2.3,0.753,1.3,2.7,4.0,2.8,0.6,0.3,2.2,2.6,10.7,Joe Johnson
1978-79,31.0,SEA,NBA,SF,82.0,,29.1,4.3,10.0,0.434,,,,4.3,10.0,0.434,0.434,2.3,3.0,0.76,1.5,3.5,5.0,4.4,0.7,0.3,3.1,3.0,11.0,Joe Johnson
1979-80,32.0,SEA,NBA,SF,81.0,,31.3,4.7,9.5,0.488,0.0,0.0,,4.7,9.5,0.488,0.488,2.0,2.5,0.801,2.0,3.2,5.3,5.2,0.9,0.4,3.0,2.6,11.3,Joe Johnson
1980-81,33.0,SEA,NBA,SF,80.0,,29.1,4.7,10.8,0.431,0.0,0.0,0.0,4.7,10.8,0.431,0.431,2.2,2.7,0.808,1.7,2.8,4.5,3.9,0.7,0.3,2.9,2.5,11.5,Joe Johnson
1981-82,34.0,SEA,NBA,SF,14.0,1.0,13.4,1.6,3.2,0.489,0.0,0.0,,1.6,3.2,0.489,0.489,1.1,1.4,0.75,0.2,1.1,1.3,2.1,0.3,0.2,1.2,1.4,4.2,Joe Johnson
1981-82,22.0,SDC,NBA,PF,81,58,33.1,6.8,13.0,.525,0.0,0.0,.000,6.8,13.0,.526,.525,3.5,5.7,.620,2.6,4.3,6.9,1.8,0.7,0.6,2.7,4.2,17.2,Tom Chambers
1982-83,23.0,SDC,NBA,PF,79,79,33.7,6.6,13.9,.472,0.0,0.1,.000,6.6,13.8,.476,.472,4.5,6.2,.723,2.8,3.8,6.6,2.4,1.0,0.7,3.0,4.2,17.6,Tom Chambers
1983-84,24.0,SEA,NBA,PF,82,44,31.3,6.8,13.5,.499,0.0,0.1,.000,6.8,13.4,.505,.499,4.6,5.7,.800,2.7,3.8,6.5,1.6,0.6,0.6,2.3,3.8,18.1,Tom Chambers
1984-85,25.0,SEA,NBA,PF,81,60,36.1,7.8,16.1,.483,0.1,0.3,.273,7.7,15.8,.487,.485,5.9,7.0,.832,2.0,5.1,7.1,2.6,0.9,0.7,3.2,3.9,21.5,Tom Chambers
1985-86,26.0,SEA,NBA,PF,66,26,30.6,6.5,14.1,.466,0.2,0.7,.271,6.3,13.3,.476,.473,5.2,6.3,.836,1.9,4.6,6.5,2.0,0.8,0.6,2.9,3.8,18.5,Tom Chambers
1986-87,27.0,SEA,NBA,PF,82,82,36.8,8.0,17.6,.456,0.7,1.8,.372,7.4,15.9,.466,.475,6.5,7.7,.849,2.0,4.7,6.6,3.0,1.0,0.6,3.3,3.7,23.3,Tom Chambers
1987-88,28.0,SEA,NBA,PF,82,82,32.7,7.5,16.6,.448,0.4,1.3,.303,7.0,15.3,.461,.460,5.1,6.3,.807,1.6,4.3,6.0,2.6,1.1,0.6,2.5,3.6,20.4,Tom Chambers
1988-89,29.0,PHO,NBA,PF,81,81,37.1,9.6,20.3,.471,0.3,1.1,.326,9.2,19.2,.479,.480,6.3,7.4,.851,1.8,6.7,8.4,2.9,1.1,0.7,2.9,3.3,25.7,Tom Chambers
1989-90,30.0,PHO,NBA,PF,81,81,37.6,10.0,20.0,.501,0.3,1.1,.279,9.7,18.9,.513,.508,6.9,8.0,.861,1.5,5.6,7.0,2.3,1.1,0.6,2.7,3.2,27.2,Tom Chambers
1990-91,31.0,PHO,NBA,PF,76,75,32.6,7.3,16.7,.437,0.3,1.0,.274,7.1,15.8,.447,.445,5.0,6.0,.826,1.4,5.1,6.4,2.6,0.9,0.7,2.3,3.1,19.9,Tom Chambers
1991-92,32.0,PHO,NBA,PF,69,66,28.2,6.2,14.3,.431,0.3,0.7,.367,5.9,13.6,.434,.440,3.7,4.5,.830,1.2,4.6,5.8,2.1,0.8,0.5,1.5,2.8,16.3,Tom Chambers
1992-93,33.0,PHO,NBA,PF,73,0,23.6,4.4,9.8,.447,0.2,0.4,.393,4.2,9.4,.449,.455,3.3,3.9,.837,1.3,3.4,4.7,1.4,0.6,0.3,1.3,2.9,12.2,Tom Chambers
1993-94,34.0,UTA,NBA,PF,80,0,23.0,4.1,9.4,.440,0.2,0.6,.311,3.9,8.8,.448,.449,2.8,3.5,.786,1.1,3.0,4.1,1.0,0.5,0.4,1.1,2.9,11.2,Tom Chambers
1994-95,35.0,UTA,NBA,PF,81,4,15.3,2.4,5.3,.457,0.0,0.3,.167,2.4,5.0,.474,.461,1.3,1.7,.807,0.8,1.8,2.6,0.9,0.3,0.4,0.6,2.1,6.2,Tom Chambers
1996-97,37.0,CHH,NBA,PF,12,5,6.9,0.6,2.6,.226,0.2,0.3,.667,0.4,2.3,.179,.258,0.3,0.3,.750,0.3,0.9,1.2,0.3,0.1,0.0,0.8,1.2,1.6,Tom Chambers
1997-98,38.0,PHI,NBA,PF,1,0,10.0,2.0,2.0,1.000,0.0,0.0,,2.0,2.0,1.000,1.000,2.0,2.0,1.000,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,6.0,Tom Chambers
1998-99,22.0,GSW,NBA,SF,47.0,24.0,22.5,3.8,8.4,0.452,0.1,0.2,0.3,3.7,8.2,0.456,0.456,1.9,3.3,0.588,2.8,3.6,6.4,0.7,0.8,0.3,1.4,2.2,9.6,Antawn Jamison
1999-00,23.0,GSW,NBA,SF,43.0,41.0,36.2,8.3,17.6,0.471,0.0,0.2,0.286,8.2,17.4,0.473,0.472,3.0,4.8,0.611,4.0,4.3,8.3,2.1,0.7,0.3,2.6,2.7,19.6,Antawn Jamison
2000-01,24.0,GSW,NBA,SF,82.0,82.0,41.4,9.8,22.1,0.442,0.8,2.5,0.302,9.0,19.6,0.459,0.459,4.7,6.5,0.715,3.4,5.3,8.7,2.0,1.4,0.3,2.4,2.7,24.9,Antawn Jamison
2001-02,25.0,GSW,NBA,SF,82.0,82.0,37.0,7.5,16.8,0.447,0.8,2.6,0.324,6.7,14.2,0.469,0.471,3.9,5.4,0.734,2.6,4.2,6.8,2.0,0.9,0.5,2.0,2.3,19.7,Antawn Jamison
2002-03,26.0,GSW,NBA,SF,82.0,82.0,39.3,8.4,17.9,0.47,0.8,2.5,0.311,7.6,15.4,0.496,0.492,4.6,5.8,0.789,2.4,4.7,7.0,1.9,0.9,0.5,2.2,2.4,22.2,Antawn Jamison
2003-04,27.0,DAL,NBA,SF,82.0,2.0,29.0,6.0,11.1,0.535,0.2,0.5,0.4,5.8,10.6,0.541,0.543,2.7,3.6,0.748,2.8,3.5,6.3,0.9,1.0,0.4,1.0,2.1,14.8,Antawn Jamison
2004-05,28.0,WAS,NBA,PF,68.0,68.0,38.3,7.6,17.5,0.437,1.0,3.1,0.341,6.6,14.4,0.457,0.466,3.3,4.4,0.76,2.4,5.3,7.6,2.3,0.8,0.2,1.7,2.2,19.6,Antawn Jamison
2005-06,29.0,WAS,NBA,SF,82.0,80.0,40.1,8.0,18.2,0.442,1.8,4.5,0.394,6.3,13.7,0.458,0.491,2.6,3.6,0.731,2.0,7.3,9.3,1.9,1.1,0.1,1.7,2.3,20.5,Antawn Jamison
2006-07,30.0,WAS,NBA,PF,70.0,70.0,38.0,7.3,16.3,0.45,2.0,5.4,0.364,5.3,10.9,0.492,0.51,3.2,4.4,0.736,1.9,6.1,8.0,1.9,1.1,0.5,1.5,2.8,19.8,Antawn Jamison
2007-08,31.0,WAS,NBA,PF,79.0,79.0,38.7,7.8,17.9,0.436,1.5,4.5,0.339,6.3,13.5,0.468,0.478,4.2,5.5,0.76,2.7,7.5,10.2,1.5,1.3,0.4,1.4,2.5,21.4,Antawn Jamison
2008-09,32.0,WAS,NBA,PF,81.0,81.0,38.2,8.3,17.8,0.468,1.4,3.9,0.351,6.9,13.9,0.501,0.507,4.2,5.6,0.754,2.4,6.5,8.9,1.9,1.2,0.3,1.5,2.7,22.2,Antawn Jamison
2009-10,33.0,TOT,NBA,PF,66.0,64.0,36.5,7.2,15.7,0.461,1.3,3.7,0.344,6.0,12.0,0.498,0.502,2.9,4.5,0.647,2.1,6.3,8.4,1.3,1.1,0.3,1.4,2.7,18.7,Antawn Jamison
2009-10,33.0,WAS,NBA,PF,41.0,41.0,38.9,7.7,17.1,0.45,1.4,4.1,0.345,6.3,13.0,0.483,0.491,3.7,5.3,0.7,2.4,6.4,8.8,1.3,1.0,0.2,1.5,2.7,20.5,Antawn Jamison
2009-10,33.0,CLE,NBA,PF,25.0,23.0,32.4,6.5,13.4,0.485,1.1,3.2,0.342,5.4,10.3,0.529,0.525,1.7,3.3,0.506,1.5,6.2,7.7,1.3,1.1,0.5,1.2,2.7,15.8,Antawn Jamison
2010-11,34.0,CLE,NBA,PF,56.0,38.0,32.9,6.7,15.6,0.427,1.6,4.7,0.346,5.1,10.9,0.462,0.479,3.1,4.2,0.731,1.5,5.2,6.7,1.7,0.9,0.5,1.4,2.4,18.0,Antawn Jamison
2011-12,35.0,CLE,NBA,PF,65.0,65.0,33.1,6.5,16.1,0.403,1.4,4.1,0.341,5.1,12.0,0.425,0.447,2.8,4.2,0.683,1.9,4.4,6.3,2.0,0.8,0.7,1.4,2.5,17.2,Antawn Jamison
2012-13,36.0,LAL,NBA,PF,76.0,6.0,21.5,3.5,7.6,0.464,1.1,3.1,0.361,2.4,4.5,0.535,0.537,1.2,1.8,0.691,1.4,3.3,4.8,0.7,0.4,0.3,0.7,1.6,9.4,Antawn Jamison
2013-14,37.0,LAC,NBA,PF,22.0,0.0,11.3,1.3,4.2,0.315,0.4,1.9,0.195,1.0,2.3,0.412,0.359,0.8,1.1,0.72,0.4,2.1,2.5,0.3,0.4,0.1,0.3,1.3,3.8,Antawn Jamison
